,Pick,Team,Name,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,Height,Weight,Birthday,Position1,Position2,Position3,All_Star_apps,All_NBA_apps,All_Def_apps,HOF
885,8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,.414,.340,.816,13.7,4.9,1.3,1.0,2.1,.043,-2.3,-0.2,1995,185cm,88kg,1972-02-06,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
886,9,NJN,Ed O'Bannon,UCLA,2,128,2062,634,316,102,.367,.222,.755,16.1,5.0,2.5,0.8,1.1,.025,-3.5,-0.7,1995,203cm,100kg,1972-08-14,Small Forward,Shooting Guard,Small Forward,0,0,0,0
887,10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,.486,.281,.760,24.5,8.1,6.6,1.1,64.2,.114,-0.7,8.6,1995,206cm,104kg,1972-10-04,Center,Power Forward,Center,0,0,0,0
888,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,.501,.080,.643,19.5,8.6,4.5,1.0,23.2,.113,-1.0,2.4,1995,203cm,113kg,1974-09-22,Center,Power Forward,Small Forward,0,0,0,0
889,12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,.470,.211,.630,15.8,4.4,3.6,0.6,11.8,.076,-2.4,-0.7,1995,211cm,106kg,1972-10-11,Center,Power Forward,Center,0,0,0,0
890,13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,34.7,.089,-2.0,-0.1,1995,201cm,111kg,1973-12-04,Power Forward,Small Forward,Power Forward,0,0,0,0
891,14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,.415,.318,.736,23.9,8.6,3.3,1.4,23.2,.071,-2.4,-1.5,1995,203cm,99kg,1972-07-17,Small Forward,Shooting Guard,Small Forward,0,0,0,0
892,15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,.460,.405,.823,25.9,9.3,3.0,3.2,70.5,.143,2.6,27.7,1995,198cm,83kg,1971-12-31,Small Forward,Shooting Guard,Small Forward,0,0,0,0
893,16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,.469,.192,.639,21.1,7.8,5.0,0.6,28.0,.097,-1.8,0.6,1995,206cm,106kg,1972-12-02,Center,Power Forward,Small Forward,0,0,0,0
894,17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,.414,.325,.689,23.7,8.6,3.4,3.8,28.3,.087,0.4,9.4,1995,196cm,90kg,1973-03-25,Point Guard,Shooting Guard,Point Guard,0,0,0,0
895,18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,.496,.000,.710,25.3,7.2,5.7,0.6,47.9,.112,0.0,10.3,1995,208cm,102kg,1973-04-17,Center,Power Forward,Center,1,0,2,0
896,19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,.328,.273,.800,7.9,2.4,0.5,1.0,-0.2,-.026,-5.7,-0.4,1995,188cm,85kg,1972-09-21,Point Guard,Point Guard,Point Guard,0,0,0,0
897,20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,.481,.000,.637,19.6,7.3,4.4,0.9,13.5,.072,-3.6,-3.6,1995,203cm,115kg,1973-06-12,Power Forward,Power Forward,Power Forward,0,0,0,0
898,21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,.444,.375,.811,34.4,15.7,4.4,2.9,85.2,.108,1.0,28.8,1995,201cm,97kg,1973-03-06,Small Forward,Shooting Guard,Small Forward,2,0,0,0
899,22,CHH,George Zídek,UCLA,3,135,1328,453,286,32,.408,.250,.783,9.8,3.4,2.1,0.2,0.8,.029,-7.5,-1.8,1995,213cm,113kg,1973-08-02,Center,Center,Center,0,0,0,0
900,23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,.431,.345,.835,21.4,7.6,1.8,3.5,30.9,.098,-0.4,6.0,1995,180cm,82kg,1972-07-12,Point Guard,Point Guard,Point Guard,0,0,0,0
901,24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,.432,.348,.696,14.6,4.6,3.4,0.6,0.5,.012,-7.2,-2.7,1995,208cm,116kg,1972-12-30,Center,Power Forward,Center,0,0,0,0
902,25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,.423,.000,.638,9.8,2.9,3.1,0.3,0.6,.026,-6.4,-1.3,1995,206cm,108kg,1973-03-23,Power Forward,Power Forward,Power Forward,0,0,0,0
903,26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,.375,.160,.765,5.0,3.2,0.9,0.2,0.4,.124,-5.2,-0.1,1995,201cm,95kg,1972-08-26,Small Forward,Small Forward,Small Forward,0,0,0,0
904,27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,.534,.333,.511,8.9,4.0,2.7,0.4,1.9,.153,-0.8,0.2,1995,198cm,106kg,1973-08-01,Power Forward,Small Forward,Power Forward,0,0,0,0
905,28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,.486,.100,.569,19.5,4.6,5.5,0.6,33.8,.110,-0.6,5.1,1995,218cm,127kg,1973-03-06,Center,Center,Center,0,0,0,0
906,29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,.389,.354,.756,15.8,5.5,1.6,2.7,3.0,.030,-1.7,0.4,1995,185cm,83kg,1973-06-22,Point Guard,Shooting Guard,Point Guard,0,0,0,0
907,30,DET,Lou Roe,UMass,2,66,479,130,92,21,.333,.250,.647,7.3,2.0,1.4,0.3,0.0,-.001,-4.9,-0.4,1995,201cm,99kg,1972-07-14,Small Forward,Small Forward,Small Forward,0,0,0,0
908,31,CHI,Dragan Tarlać,,1,43,598,103,122,31,.394,,.758,13.9,2.4,2.8,0.7,-0.2,-.016,-7.3,-0.8,1995,208cm,117kg,1973-05-09,Center,Center,Center,0,0,0,0
909,32,WSB,Terrence Rencher,Texas,1,36,405,106,44,54,.330,.310,.674,11.3,2.9,1.2,1.5,-0.2,-.021,-4.0,-0.2,1995,190cm,83kg,1973-02-19,Point Guard,Point Guard,Point Guard,0,0,0,0
910,33,BOS,Junior Burrough,Virginia,1,61,495,189,109,15,.376,,.656,8.1,3.1,1.8,0.2,-0.2,-.018,-7.5,-0.7,1995,203cm,109kg,1973-01-18,Power Forward,Power Forward,Power Forward,0,0,0,0
911,34,GSW,Andrew DeClercq,Florida,10,587,9847,2815,2488,339,.507,.000,.621,16.8,4.8,4.2,0.6,19.3,.094,-2.9,-2.4,1995,208cm,104kg,1973-02-01,Center,Center,Center,0,0,0,0
912,35,TOR,Jimmy King,Michigan,2,64,890,285,112,90,.429,.147,.691,13.9,4.5,1.8,1.4,0.0,.001,-4.6,-0.6,1995,196cm,95kg,1973-08-09,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
913,36,VAN,Lawrence Moten,Syracuse,3,119,1814,747,181,182,.408,.299,.652,15.2,6.3,1.5,1.5,0.0,.001,-2.1,0.0,1995,196cm,83kg,1972-03-25,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
914,37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,.357,.333,.750,6.1,2.1,1.2,0.5,0.0,.025,-4.7,-0.1,1995,185cm,83kg,1972-06-06,Point Guard,Shooting Guard,Point Guard,0,0,0,0
915,38,MIL,Rashard Griffith,Wisconsin,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
916,39,CLE,Donny Marshall,UConn,5,119,919,293,121,36,.321,.336,.681,7.7,2.5,1.0,0.3,0.9,.045,-3.8,-0.4,1995,201cm,104kg,1972-07-17,Small Forward,Small Forward,Small Forward,0,0,0,0
917,40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,.433,,.636,15.3,5.0,3.1,0.3,0.0,.010,-7.2,-0.2,1995,206cm,108kg,1972-08-21,Power Forward,Power Forward,Power Forward,0,0,0,0
918,41,HOU,Erik Meek,Duke,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
919,42,ATL,Donnie Boyce,Colorado,2,30,195,79,25,16,.349,.250,.500,6.5,2.6,0.8,0.5,-0.3,-.064,-4.8,-0.1,1995,196cm,88kg,1973-09-02,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
920,43,MIL,Eric Snow,Michigan State,13,846,23132,5791,2141,4245,.424,.208,.763,27.3,6.8,2.5,5.0,43.4,.090,-1.0,5.9,1995,190cm,86kg,1973-04-24,Point Guard,Shooting Guard,Point Guard,0,0,0,0
921,44,DEN,Anthony Pelle,Fresno State,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
922,45,ATL,Troy Brown,Providence,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
923,46,MIA,George Banks,Texas-El Paso,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
924,47,SAC,Tyus Edney,UCLA,4,226,4743,1728,393,910,.405,.322,.806,21.0,7.6,1.7,4.0,6.8,.068,-1.5,0.7,1995,178cm,68kg,1973-02-14,Point Guard,Point Guard,Point Guard,0,0,0,0
925,49,MIN,Jerome Allen,Penn,2,117,1305,336,123,201,.350,.317,.630,11.2,2.9,1.1,1.7,0.2,.006,-3.2,-0.4,1995,193cm,83kg,1973-01-28,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
926,50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,.473,.300,.593,9.6,3.6,1.4,0.3,0.1,.026,-5.0,-0.2,1995,196cm,95kg,1975-04-28,Small Forward,Small Forward,Small Forward,0,0,0,0
927,51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
928,52,IND,Fred Hoiberg,Iowa State,10,541,9978,2944,1438,846,.431,.396,.854,18.4,5.4,2.7,1.6,27.6,.133,1.2,8.0,1995,193cm,92kg,1972-10-15,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
929,53,LAC,Constantin Popa,Miami (FL),,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
930,54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,
931,55,GSW,Michael McDonald,New Orleans,1,1,4,0,1,0,,,,4.0,0.0,1.0,0.0,-0.1,-.638,-32.4,0.0,1995,208cm,105kg,1969-02-13,Center,Center,Center,0,0,0,0
932,56,PHO,Chris Carr,Southern Illinois,6,297,4505,1988,658,294,.416,.338,.807,15.2,6.7,2.2,1.0,3.9,.042,-3.0,-1.1,1995,196cm,93kg,1974-03-12,Small Forward,Shooting Guard,Small Forward,0,0,0,0
933,57,ATL,Cuonzo Martin,Purdue,2,7,32,9,3,3,.250,.600,.000,4.6,1.3,0.4,0.4,-0.1,-.151,-6.3,0.0,1995,196cm,96kg,1971-09-23,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
934,58,DET,Don Reid,Georgetown,8,403,5374,1454,1169,143,.530,.000,.658,13.3,3.6,2.9,0.4,13.7,.123,-2.1,-0.2,1995,203cm,113kg,1973-12-30,Power Forward,Power Forward,Power Forward,0,0,0,0
935,1,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,.425,.313,.780,41.1,26.7,3.7,6.2,99.0,.126,3.2,49.7,1996,183cm,74kg,1975-06-07,Point Guard,Shooting Guard,Point Guard,11,7,0,Hall of Fame
936,2,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,.466,.205,.670,29.5,9.5,9.8,1.9,81.6,.137,2.3,31.3,1996,211cm,99kg,1974-03-22,Center,Power Forward,Center,0,0,4,0
937,3,VAN,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,.472,.297,.810,34.8,18.1,7.5,2.5,71.2,.118,1.0,21.9,1996,206cm,102kg,1976-12-11,Center,Power Forward,Small Forward,1,0,0,0
938,4,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,.433,.325,.784,37.7,19.3,3.0,7.6,77.5,.117,1.8,30.7,1996,188cm,81kg,1977-02-20,Point Guard,Point Guard,Point Guard,2,2,0,0
939,5,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,.452,.400,.894,35.6,18.9,4.1,3.4,145.1,.150,2.9,57.6,1996,196cm,92kg,1975-07-20,Shooting Guard,Shooting Guard,Shooting Guard,10,2,0,Hall of Fame
940,6,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,.414,.325,.633,35.3,17.5,7.7,3.5,38.1,.058,0.3,18.0,1996,203cm,101kg,1976-08-12,Power Forward,Power Forward,Power Forward,3,0,0,0
941,7,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,.459,.069,.645,23.8,8.0,6.4,0.8,30.5,.079,-2.6,-3.0,1996,211cm,102kg,1975-11-04,Center,Center,Center,0,0,0,0
942,8,NJN,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,.439,.378,.780,33.4,14.1,3.9,2.6,44.8,.127,2.2,18.0,1996,196cm,81kg,1974-06-12,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
943,9,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,.462,.111,.630,17.1,5.3,4.7,0.6,14.2,.089,-2.6,-1.1,1996,206cm,108kg,1976-02-25,Center,Power Forward,Center,0,0,0,0
944,10,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,.498,.125,.626,24.3,7.4,7.1,0.8,52.7,.105,-1.3,4.1,1996,211cm,120kg,1975-07-14,Center,Center,Center,0,0,0,0
945,11,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,.422,.000,.668,11.1,3.7,3.0,0.2,2.2,.041,-5.7,-2.3,1996,211cm,115kg,1974-07-25,Center,Center,Center,0,0,0,0
946,12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,.479,.167,.694,19.0,6.5,4.5,0.7,15.5,.064,-4.0,-5.9,1996,208cm,127kg,1975-03-21,Center,Center,Center,0,0,0,0
947,13,CHH,Kobe Bryant,,20,1346,48637,33643,7047,6306,.447,.329,.837,36.1,25.0,5.2,4.7,172.7,.170,4.6,80.1,1996,198cm,96kg,1978-08-23,Small Forward,Shooting Guard,Small Forward,18,15,12,Hall of Fame
948,14,SAC,Peja Stojaković,,13,804,26966,13647,3782,1408,.450,.401,.895,33.5,17.0,4.7,1.8,82.6,.147,1.9,26.2,1996,208cm,103kg,1977-06-09,Small Forward,Small Forward,Small Forward,3,0,0,0
949,15,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,.490,.428,.904,31.3,14.3,3.0,8.5,129.7,.164,3.0,48.2,1996,190cm,88kg,1974-02-07,Point Guard,Point Guard,Point Guard,8,7,0,Hall of Fame
950,16,CHH,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,.408,.343,.769,21.5,9.1,2.5,1.9,19.5,.080,-0.4,4.8,1996,185cm,85kg,1974-01-28,Point Guard,Shooting Guard,Point Guard,0,0,0,0
951,17,POR,Jermaine O'Neal,,18,1011,27364,13309,7261,1369,.467,.147,.715,27.1,13.2,7.2,1.4,66.0,.116,0.3,15.6,1996,211cm,102kg,1978-10-13,Center,Power Forward,Center,6,3,0,0
952,18,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,.462,.300,.740,16.1,7.6,2.8,0.7,6.4,.050,-2.7,-1.0,1996,203cm,102kg,1974-02-09,Small Forward,Small Forward,Small Forward,0,0,0,0
953,19,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,.392,.346,.698,17.5,5.2,2.6,1.1,13.7,.064,-1.7,0.8,1996,208cm,104kg,1974-02-01,Power Forward,Small Forward,Power Forward,0,0,0,0
954,20,CLE,Zydrunas Ilgauskas,,13,843,22965,10976,6191,955,.476,.310,.780,27.2,13.0,7.3,1.1,66.3,.139,-0.2,10.3,1996,221cm,107kg,1975-06-05,Center,Center,Center,2,0,0,0
955,21,NYK,Dontae' Jones,Mississippi State,1,15,91,44,9,5,.333,.261,,6.1,2.9,0.6,0.3,-0.3,-.175,-10.9,-0.2,1996,203cm,99kg,1975-06-02,Small Forward,Small Forward,Small Forward,0,0,0,0
956,22,VAN,Roy Rogers,Alabama,3,137,2309,652,483,57,.483,.500,.532,16.9,4.8,3.5,0.4,1.7,.035,-3.7,-1.0,1996,208cm,106kg,1973-08-19,Power Forward,Power Forward,Power Forward,0,0,0,0
957,23,DEN,Efthimi Rentzias,,1,35,144,52,26,7,.339,.500,.889,4.1,1.5,0.7,0.2,0.2,.058,-3.8,-0.1,1996,,,,,,,,,,
958,24,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,.399,.374,.817,25.4,8.3,2.1,3.0,62.3,.091,-0.9,8.9,1996,185cm,90kg,1974-08-09,Point Guard,Shooting Guard,Point Guard,0,0,0,0
959,25,UTA,Martin Müürsepp,,2,83,951,389,181,50,.425,.323,.693,11.5,4.7,2.2,0.6,2.0,.100,-1.6,0.1,1996,206cm,106kg,1974-09-26,Power Forward,Power Forward,Power Forward,0,0,0,0
960,26,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,.502,.038,.645,21.7,6.6,6.4,0.8,37.9,.143,0.3,7.4,1996,206cm,93kg,1973-05-10,Power Forward,Small Forward,Power Forward,0,0,0,0
961,27,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,.381,.343,.820,10.8,3.7,1.6,0.8,1.7,.076,-0.8,0.3,1996,203cm,99kg,1973-09-13,Small Forward,Small Forward,Small Forward,0,0,0,0
962,28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,.472,.000,.554,7.1,3.4,1.9,0.4,-0.8,-.074,-7.8,-0.8,1996,224cm,147kg,1973-08-31,Center,Center,Center,0,0,0,0
963,29,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,.438,.259,.696,12.3,3.4,3.1,0.6,7.9,.083,-3.0,-1.1,1996,213cm,106kg,1974-09-13,Center,Center,Center,0,0,0,0
964,30,HOU,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,.505,.000,.738,19.6,7.4,4.4,0.6,23.1,.080,-3.4,-4.9,1996,206cm,106kg,1974-01-31,Center,Power Forward,Center,0,0,0,0
965,31,PHI,Mark Hendrickson,Washington State,4,114,1508,381,316,63,.416,.167,.803,13.2,3.3,2.8,0.6,2.1,.067,-3.8,-0.7,1996,206cm,99kg,1974-06-23,Power Forward,Power Forward,Power Forward,0,0,0,0
966,32,PHI,Ryan Minor,Oklahoma,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
967,33,MIL,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,.401,.286,.740,17.2,5.1,2.0,2.8,10.0,.063,-1.4,1.2,1996,185cm,79kg,1973-07-27,Point Guard,Point Guard,Point Guard,0,0,0,0
968,34,DAL,Shawn Harvey,West Virginia State University,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
969,35,SEA,Joseph Blair,Arizona,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
970,36,LAC,Doron Sheffer,UConn,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
971,37,DEN,Jeff McInnis,UNC,11,576,15927,5396,1170,2514,.431,.328,.796,27.7,9.4,2.0,4.4,23.1,.070,-2.1,-0.3,1996,193cm,86kg,1974-10-22,Point Guard,Shooting Guard,Point Guard,0,0,0,0
972,38,BOS,Steve Hamer,Tennessee,1,35,268,76,60,7,.526,.000,.552,7.7,2.2,1.7,0.2,0.2,.031,-6.5,-0.3,1996,213cm,111kg,1973-11-13,Center,Center,Center,0,0,0,0
973,39,PHO,Russ Millard,Iowa,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
974,40,GSW,Marcus Mann,Mississippi Valley State University,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
975,41,SAC,Jason Sasser,Texas Tech,2,14,108,30,15,4,.412,.333,.500,7.7,2.1,1.1,0.3,0.0,-.014,-5.7,-0.1,1996,201cm,102kg,1974-01-13,Small Forward,Small Forward,Small Forward,0,0,0,0
976,42,HOU,Randy Livingston,LSU,11,203,2684,773,282,415,.406,.351,.771,13.2,3.8,1.4,2.0,2.3,.041,-2.5,-0.3,1996,193cm,94kg,1975-04-02,Point Guard,Point Guard,Point Guard,0,0,0,0
977,44,CHH,Malik Rose,Drexel,13,813,13404,5003,3371,684,.437,.177,.743,16.5,6.2,4.1,0.8,26.5,.095,-2.1,-0.4,1996,201cm,113kg,1974-11-23,Power Forward,Power Forward,Power Forward,0,0,0,0
978,45,SEA,Joe Vogel,Colorado State,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
979,46,POR,Marcus Brown,Murray State,2,27,229,92,22,23,.381,.333,.714,8.5,3.4,0.8,0.9,0.3,.066,-2.6,0.0,1996,190cm,83kg,1974-04-03,Point Guard,Shooting Guard,Point Guard,0,0,0,0
980,47,SEA,Ron Riley,Arizona State,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
981,48,PHI,Jamie Feick,Michigan State,5,201,4316,911,1437,139,.424,.400,.629,21.5,4.5,7.1,0.7,8.2,.091,-2.7,-0.7,1996,206cm,115kg,1974-07-03,Center,Power Forward,Center,0,0,0,0
982,49,ORL,Amal McCaskill,Marquette,4,114,968,204,213,36,.377,.000,.609,8.5,1.8,1.9,0.3,0.5,.024,-4.7,-0.7,1996,211cm,106kg,1973-10-28,Center,Center,Center,0,0,0,0
983,50,HOU,Terrell Bell,Georgia,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
984,51,VAN,Chris Robinson,Western Kentucky,2,76,1095,350,117,104,.376,.374,.571,14.4,4.6,1.5,1.4,-0.1,-.003,-4.0,-0.6,1996,196cm,90kg,1974-04-02,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
985,52,IND,Mark Pope,Kentucky,6,153,1634,285,261,63,.401,.179,.573,10.7,1.9,1.7,0.4,1.3,.038,-4.3,-0.9,1996,208cm,106kg,1972-09-11,Power Forward,Small Forward,Power Forward,0,0,0,0
986,53,MIL,Jeff Nordgaard,Green Bay,1,13,48,18,14,3,.278,,.889,3.7,1.4,1.1,0.2,0.0,.043,-3.7,0.0,1996,201cm,102kg,1973-02-23,Power Forward,Power Forward,Power Forward,0,0,0,0
987,54,UTA,Shandon Anderson,Georgia,10,719,15946,5327,2252,1007,.457,.316,.739,22.2,7.4,3.1,1.4,23.6,.071,-1.3,3.0,1996,198cm,94kg,1973-12-31,Small Forward,Shooting Guard,Small Forward,0,0,0,0
988,55,WSB,Ronnie Henderson,LSU,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
989,56,CLE,Reggie Geary,Arizona,2,101,931,209,82,110,.344,.328,.493,9.2,2.1,0.8,1.1,0.6,.032,-2.5,-0.1,1996,188cm,84kg,1973-08-31,Point Guard,Point Guard,Point Guard,0,0,0,0
990,57,SEA,Drew Barry,Georgia Tech,3,60,598,134,67,111,.417,.381,.774,10.0,2.2,1.1,1.9,0.6,.051,-3.5,-0.2,1996,196cm,86kg,1973-02-17,Point Guard,Shooting Guard,Point Guard,0,0,0,0
991,58,DAL,Darnell Robinson,Arkansas,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,
992,1,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,.506,.179,.696,34.0,19.0,10.8,3.0,206.4,.209,5.6,91.1,1997,211cm,113kg,1976-04-25,Center,Power Forward,Center,15,15,15,Hall of Fame
993,2,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,.443,.361,.835,31.6,16.0,6.8,1.6,41.7,.110,0.1,9.6,1997,208cm,99kg,1975-10-23,Power Forward,Small Forward,Power Forward,0,0,0,0
994,3,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,.415,.387,.894,31.6,15.2,2.9,5.4,120.8,.176,3.2,43.5,1997,190cm,91kg,1976-09-25,Point Guard,Shooting Guard,Point Guard,5,3,2,0
995,4,VAN,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,.444,.311,.793,22.6,7.6,1.8,3.4,47.0,.115,0.0,10.1,1997,193cm,88kg,1975-03-19,Point Guard,Shooting Guard,Point Guard,0,0,0,0
996,5,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,.488,.162,.690,21.1,6.1,5.1,0.6,36.4,.099,-1.8,0.8,1997,211cm,104kg,1976-02-11,Center,Power Forward,Center,0,0,0,0
997,6,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,.429,.250,.808,31.1,13.6,3.1,2.1,9.4,.034,-2.7,-2.5,1997,201cm,95kg,1976-05-18,Small Forward,Shooting Guard,Small Forward,0,0,0,0
998,7,NJN,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,.437,.369,.758,25.9,11.5,4.1,1.5,35.2,.079,-0.8,6.4,1997,208cm,104kg,1977-02-26,Power Forward,Small Forward,Power Forward,0,0,0,0
999,8,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,.477,.000,.499,17.8,4.1,4.7,0.5,18.7,.069,-1.7,1.1,1997,208cm,113kg,1975-03-09,Center,Center,Center,0,0,0,0
1000,9,TOR,Tracy McGrady,,15,938,30658,18381,5276,4161,.435,.338,.746,32.7,19.6,5.6,4.4,97.3,.152,5.2,55.7,1997,203cm,95kg,1979-05-24,Small Forward,Shooting Guard,Small Forward,7,7,0,Hall of Fame
1001,10,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,.472,.167,.785,20.1,8.2,7.2,0.7,22.3,.121,-3.2,-2.6,1997,201cm,117kg,1976-03-27,Center,Power Forward,Center,0,0,0,0
1002,11,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,.417,.237,.703,20.4,7.8,3.3,1.1,3.5,.035,-3.0,-1.2,1997,198cm,101kg,1974-11-03,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1003,12,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,.407,.340,.861,17.4,6.8,4.0,1.0,27.6,.115,-0.1,5.6,1997,206cm,106kg,1975-05-01,Power Forward,Power Forward,Power Forward,0,0,0,0
1004,13,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,.408,.341,.853,29.2,12.0,3.2,3.4,43.9,.117,1.0,13.5,1997,196cm,87kg,1974-07-18,Point Guard,Small Forward,Shooting Guard,0,0,0,0
1005,14,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,.466,.152,.711,25.0,11.0,4.6,1.2,9.9,.036,-3.6,-5.3,1997,206cm,117kg,1976-10-30,Center,Power Forward,Small Forward,0,0,0,0
1006,15,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,.507,.077,.644,19.6,5.5,5.3,0.5,28.6,.129,-0.3,4.5,1997,211cm,115kg,1974-08-26,Center,Power Forward,Center,0,0,0,0
1007,16,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,.412,.134,.789,24.9,7.3,2.4,6.1,32.6,.086,0.3,10.5,1997,178cm,78kg,1975-11-08,Point Guard,Point Guard,Point Guard,0,0,0,0
1008,17,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,.402,.394,.718,16.0,4.7,2.2,0.5,0.1,.007,-4.0,-0.4,1997,206cm,99kg,1974-06-04,Small Forward,Small Forward,Small Forward,0,0,0,0
1009,18,POR,Chris Anstey,,3,155,2157,813,534,127,.413,.138,.755,13.9,5.2,3.4,0.8,2.8,.062,-2.9,-0.5,1997,213cm,112kg,1975-01-01,Center,Center,Center,0,0,0,0
1010,19,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,.494,.000,.709,16.5,4.4,4.6,0.4,26.6,.153,-0.6,2.9,1997,211cm,120kg,1975-02-12,Center,Center,Center,0,0,0,0
